priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1175,sushi rice water white rice sushi vinegar sugar rice vinegar water salt citric acid kelp extract,"sushi rice water, white rice, sushi vinegar sugar, rice vinegar, water, salt, citric acid, kelp extract",39,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,"sushi rice (water, white rice, sushi vinegar (sugar, rice vinegar, water, salt, citric acid, kelp extract (kelp extract, sorbitol, maltitol, hydrogenated starch hydrolysates, alcohol, salt, xanthan gum))) (23) | sushi rice (water, white rice, sushi vinegar (sugar, rice vinegar, water, salt, citric acid, kelp extract (kelp extract, sugar alcohol, hydrogenated starch hydrolysates, alcohol, salt, xanthan gum))) (16)",usda_only_train:28 | usda_only_val:7 | usda_only_holdout:4,,
1175,spice extractives including paprika,spice extractives including paprika,38,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice extractives including paprika (38),usda_only_train:26 | usda_only_val:8 | usda_only_holdout:4,,
1175,and natural vanilla extract,and natural vanilla extract,35,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,and natural vanilla extract (35),usda_only_train:26 | usda_only_holdout:5 | usda_only_val:4,,
1175,color paprika and turmeric extract,color paprika and turmeric extract,35,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,color paprika and turmeric extract (35),usda_only_train:24 | usda_only_val:7 | usda_only_holdout:4,,
1175,high oleic sunflower and or canola oil with rosemary extract and ascorbic acid,high oleic sunflower and/or canola oil with rosemary extract and ascorbic acid,32,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,high oleic sunflower and/or canola oil with rosemary extract and ascorbic acid (32),usda_only_train:25 | usda_only_val:4 | usda_only_holdout:3,,
1175,vegetable color annatto and paprika extract,vegetable color annatto and paprika extract,32,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,vegetable color annatto and paprika extract (32),usda_only_train:22 | usda_only_holdout:6 | usda_only_val:4,,
1175,and annatto extract,and annatto extract,30,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,and annatto extracts (21) | and annatto extract (8) | and annatto extracts) (1),usda_only_train:23 | usda_only_holdout:4 | usda_only_val:2 | openfoodfacts_targeted:1,,
1175,fermented rice extract rice,fermented rice extract rice,29,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,fermented rice extract rice (29),usda_only_train:16 | usda_only_holdout:10 | usda_only_val:3,,
1175,fruit juice extract,fruit juice extract,29,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,fruit juice extract (29),usda_only_train:22 | usda_only_val:6 | usda_only_holdout:1,,
1175,mushroom extract,mushroom extract,29,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,mushroom extracts (12) | mushroom extract (11) | mushroom extract* (4) | mushroom extract (to maintain freshness) (2),usda_only_train:19 | usda_only_val:6 | usda_only_holdout:2 | openfoodfacts_targeted:2,,
1175,rosemary extract and ascorbic acid,rosemary extract and ascorbic acid,29,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,rosemary extract and ascorbic acid (29),usda_only_train:24 | usda_only_holdout:3 | usda_only_val:2,,
1175,seasoning autolyzed yeast extract,seasoning autolyzed yeast extract,28,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic | review:generic_extract,seasoning autolyzed yeast extract (28),usda_only_train:18 | usda_only_val:5 | usda_only_holdout:5,,
1175,annatto extract and turmeric,annatto extract and turmeric,25,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,annatto extract and turmeric (25),usda_only_train:15 | usda_only_val:6 | usda_only_holdout:4,,
1175,yeast extract enhancer,yeast extract enhancer,24,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,"yeast extract enhancer (yeast extract, canola oil) (17) | yeast extract enhancer (yeast extract, salt, canola oil) (7)",usda_only_train:16 | usda_only_val:6 | usda_only_holdout:2,,
1175,chamomile and rosemary extract,chamomile and rosemary extract,22,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,chamomile and rosemary extracts (antioxidants) (16) | chamomile and rosemary extracts (6),usda_only_train:11 | usda_only_holdout:7 | usda_only_val:4,,
1175,high oleic sunflower oil with rosemary extract,high oleic sunflower oil with rosemary extract,22,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:generic_extract,high oleic sunflower oil with rosemary extract (22),usda_only_train:13 | usda_only_holdout:7 | usda_only_val:2,,
1135,spice extractive,spice extractive,1666,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice extractives (981) | spice extractive (684) | spice extractives (including paprika color ) (1),usda_only_train:1154 | usda_only_val:259 | usda_only_holdout:243 | openfoodfacts_targeted:10,,
1135,spice extract,spice extract,383,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic | review:generic_extract,spice extract (278) | spice extracts (86) | spice extracts*) (8) | spice extract () (7) | spice extract) (3),usda_only_train:260 | usda_only_val:62 | usda_only_holdout:58 | openfoodfacts_targeted:3,,
765,caramel layer maltitol sweetened condensed milk hydrogenated coconut oil butter corn starch vanilla extract caramel color,"caramel layer maltitol, sweetened condensed milk, hydrogenated coconut oil, butter , corn starch, vanilla extract, caramel color",12,yes,milk | tree nut,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:tree_nut,"caramel layer (maltitol, sweetened condensed milk, hydrogenated coconut oil, butter (salted), corn starch, vanilla extract, caramel color) (12)",usda_only_train:7 | usda_only_holdout:3 | usda_only_val:2,,
740,extracts of shrimp,extracts of shrimp,12,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,extracts of shrimp (12),usda_only_train:9 | usda_only_holdout:2 | usda_only_val:1,,
740,cuttlefish extract,cuttlefish extract,9,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,cuttlefish extract (9),usda_only_train:7 | usda_only_val:1 | openfoodfacts_targeted:1,,
740,extracts of crab,extracts of crab,9,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,extracts of crab (9),usda_only_train:9,,
740,oyster extractive oyster,oyster extractive oyster,9,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,oyster extractive oyster (9),usda_only_train:7 | usda_only_val:1 | usda_only_holdout:1,,
740,clam extract concentrate,clam extract concentrate,8,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,clam extract concentrate (8),usda_only_train:7 | usda_only_holdout:1,,
715,butter extractive,butter extractive,17,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,butter extractives (17),usda_only_train:13 | usda_only_val:3 | usda_only_holdout:1,,
715,corn and malt extract,corn and malt extract,13,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,corn and malt extract (13),usda_only_train:10 | usda_only_holdout:2 | usda_only_val:1,,
715,malt extract barley,malt extract barley,13,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,malt extract barley (13),usda_only_train:9 | usda_only_val:2 | usda_only_holdout:2,,
715,and malt extract,and malt extract,12,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,and malt extract (12),usda_only_train:9 | usda_only_val:2 | usda_only_holdout:1,,
715,barley extractive,barley extractive,10,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,barley extractive (10),usda_only_train:7 | usda_only_val:1 | usda_only_holdout:1 | openfoodfacts_targeted:1,,
715,black malted barley extract,black malted barley extract,9,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,black malted barley extract (9),usda_only_train:9,,
715,butter flavor cream and butter extract,butter flavor cream and butter extract,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,butter flavor cream and butter extract (8),usda_only_train:7 | usda_only_val:1,,
680,natural crab extract,natural crab extract,87,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,natural crab extract (87),usda_only_train:58 | usda_only_holdout:14 | usda_only_val:13 | openfoodfacts_targeted:2,,
680,anchovy extract,anchovy extract,46,yes,fish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:fish,anchovy extract (46),usda_only_train:28 | usda_only_val:11 | openfoodfacts_targeted:5 | usda_only_holdout:2,,
680,oyster extractive,oyster extractive,40,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,"oyster extractives (oyster, water, salt) (36) | oyster extractives (3) | oyster extractives (3%) (1)",usda_only_train:27 | usda_only_holdout:6 | usda_only_val:4 | openfoodfacts_targeted:3,,
680,oyster extract,oyster extract,25,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,"oyster extract (19) | oyster extract (molluscan shellfish) (2) | oyster extracts (1) | oyster extract (oysters, water, salt) (1) | oyster extract (water, oyster, salt) (1)",openfoodfacts_targeted:14 | usda_only_train:9 | usda_only_val:1 | usda_only_holdout:1,,
655,extracts of malted barley and corn,extracts of malted barley and corn,44,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,extracts of malted barley and corn (44),usda_only_train:27 | usda_only_holdout:10 | usda_only_val:7,,
655,malt extract corn syrup solid,malt extract corn syrup solid,36,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,dried malt extract corn syrup solids (36),usda_only_train:23 | usda_only_val:7 | usda_only_holdout:6,,
655,malt extract of malted barley and corn,malt extract of malted barley and corn,36,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,dry malt extract of malted barley and corn (36),usda_only_train:26 | usda_only_holdout:7 | usda_only_val:3,,
655,dough conditioner barley malt extract,dough conditioner barley malt extract,28,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,dough conditioner barley malt extract (28),usda_only_train:21 | usda_only_holdout:4 | usda_only_val:3,,
640,crab extract,crab extract,126,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,crab extract (125) | crab extract) (1),usda_only_train:83 | usda_only_val:28 | usda_only_holdout:13 | openfoodfacts_targeted:2,,
640,oyster extractives oyster,oyster extractives oyster,125,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,oyster extractives oyster (125),usda_only_train:90 | usda_only_val:16 | usda_only_holdout:13 | openfoodfacts_targeted:6,,
615,barley malt extract,barley malt extract,941,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,barley malt extract (936) | barley malt extract (gluten) (2) | barley malt extract* (2) | barley malt extract (4.5%) (1),usda_only_train:598 | usda_only_holdout:158 | usda_only_val:154 | openfoodfacts_targeted:31,,
615,malt extract,malt extract,923,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,"malt extract (881) | dried malt extract (18) | dried malt extract (corn syrup solids, barley malt extract) (12) | organic malt extract (10) | malt extract (malted barley, water) (1)",usda_only_train:595 | usda_only_val:167 | usda_only_holdout:155 | openfoodfacts_targeted:6,,
615,malted barley extract,malted barley extract,170,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,malted barley extract (165) | organic malted barley extract (5),usda_only_train:122 | usda_only_val:23 | usda_only_holdout:22 | openfoodfacts_targeted:2 | openfoodfacts_examples:1,,
465,sausage pork spices and spice extractives water salt,"sausage pork, spices, and spice extractives , water, salt",10,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,"sausage (pork, spices, and spice extractives (including paprika), water, salt) (10)",usda_only_val:5 | usda_only_train:4 | usda_only_holdout:1,,
465,sausage pork seasoning salt spices and spice extractives maltodextrin water spice,"sausage pork, seasoning salt, spices, and spice extractives , maltodextrin , water, spice",8,yes,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form,"sausage (pork, seasoning salt, spices, and spice extractives (including paprika), maltodextrin , water, spices) (8)",usda_only_train:7 | usda_only_val:1,,
460,chocolate chips sugar unsweetened chocolate cocoa butter soy lecithin natural vanilla extract,"chocolate chips sugar, unsweetened chocolate, cocoa butter, soy lecithin , natural vanilla extract",9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"chocolate chips (sugar, unsweetened chocolate, cocoa butter, soy lecithin (an emulsifier), natural vanilla extract) (9)",usda_only_train:7 | usda_only_val:1 | usda_only_holdout:1,,
460,dark sweet chocolate sugar chocolate cocoa butter soy lecithin natural vanilla extract,"dark sweet chocolate sugar, chocolate, cocoa butter, soy lecithin , natural vanilla extract",9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"dark sweet chocolate (sugar, chocolate, cocoa butter, soy lecithin (emulsifier), natural vanilla extract) (9)",usda_only_train:5 | usda_only_holdout:4,,
460,milk chocolate sugar cocoa butter milk chocolate soy lecithin natural vanilla extract,"milk chocolate sugar, cocoa butter, milk, chocolate, soy lecithin , natural vanilla extract",9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"milk chocolate (sugar, cocoa butter, milk, chocolate, soy lecithin (emulsifier), natural vanilla extract) (9)",usda_only_train:5 | usda_only_holdout:4,,
460,soybean extract,soybean extract,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean extract (9),usda_only_val:3 | usda_only_holdout:3 | usda_only_train:2 | openfoodfacts_targeted:1,,
460,almond extract,almond extract,8,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,"almond extract (water, propylene glycol, natural and artificial flavor, xanthan gum, sodium benzoate) (7) | almond extract (1)",usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
460,extract of soya bean,extract of soya bean,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,extract of soya beans (8),usda_only_train:5 | usda_only_val:1 | usda_only_holdout:1 | openfoodfacts_targeted:1,,
460,onion and garlic extractive with no greater than 2 silicon dioxide and or soybean oil to prevent caking,onion and garlic extractive with no greater than 2% silicon dioxide and/or soybean oil to prevent caking,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,onion and garlic extractive with no greater than 2% silicon dioxide and/or soybean oil to prevent caking (8),usda_only_train:3 | usda_only_holdout:3 | usda_only_val:2,,
400,coconut extract,coconut extract,44,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,coconut extract (44),usda_only_train:30 | usda_only_holdout:7 | usda_only_val:5 | openfoodfacts_targeted:2,,
160,extractives of spices including paprika,extractives of spices including paprika,18,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of spices including paprika (18),usda_only_train:12 | usda_only_val:4 | usda_only_holdout:2,,
160,includes extractives of paprika,includes extractives of paprika,17,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,includes extractives of paprika (17),usda_only_train:12 | usda_only_holdout:3 | usda_only_val:2,,
160,natural extractives of paprika,natural extractives of paprika,17,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural extractives of paprika (17),usda_only_train:9 | usda_only_holdout:5 | usda_only_val:3,,
160,extractives of annatto and paprika,extractives of annatto and paprika,16,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of annatto and paprika (16),usda_only_train:11 | usda_only_val:4 | usda_only_holdout:1,,
160,extractives of paprika and turmeric,extractives of paprika and turmeric,16,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of paprika and turmeric (14) | extractives of paprika and turmeric (colors) (2),usda_only_train:12 | usda_only_holdout:3 | usda_only_val:1,,
160,extractive of tomato,extractive of tomato,15,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractive of tomato (15),usda_only_train:13 | usda_only_val:2,,
160,extractives of garlic,extractives of garlic,15,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of garlic (15),usda_only_train:12 | usda_only_holdout:2 | usda_only_val:1,,
160,extractives of annatto,extractives of annatto,14,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of annatto (14),usda_only_train:11 | usda_only_val:2 | usda_only_holdout:1,,
160,extractives ofpaprika,extractives ofpaprika,14,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives ofpaprika (14),usda_only_train:10 | usda_only_val:2 | usda_only_holdout:2,,
160,natural flavors including extractives of celery seed,natural flavors including extractives of celery seed,14,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavors including extractives of celery seed (14),usda_only_train:8 | usda_only_val:4 | usda_only_holdout:2,,
160,extractive,extractive,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives (13),usda_only_train:9 | usda_only_val:2 | usda_only_holdout:2,,
160,extractive of turmeric,extractive of turmeric,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractive of turmeric (13),usda_only_train:9 | usda_only_val:4,,
160,natural flavors with extractives of paprika,natural flavors with extractives of paprika,13,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"natural flavors with extractives of paprika (8) | natural flavors with extractives of paprika (. citric acid, xanthan gum, onion powder, garlic powder. disodium inosinate, disodium cumulate. lactic acid, yellow 5, yellow 6. prefered in vegetable oil (5)",usda_only_train:6 | usda_only_val:4 | usda_only_holdout:3,,
160,vegetable extracts purple carrot,vegetable extracts purple carrot,12,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vegetable extracts purple carrot (12),usda_only_train:8 | usda_only_holdout:3 | usda_only_val:1,,
160,extractive of rice,extractive of rice,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractive of rice (11),usda_only_train:7 | usda_only_holdout:3 | usda_only_val:1,,
160,extractives of turmeric and paprika,extractives of turmeric and paprika,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of turmeric and paprika (11),usda_only_train:8 | usda_only_val:3,,
160,extracts of annatto and turmeric,extracts of annatto and turmeric,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extracts of annatto and turmeric (color) (11),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:2,,
160,fruit and vegetable extracts color,fruit and vegetable extracts color,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,fruit and vegetable extracts color (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
160,vanilla bean extractive,vanilla bean extractive,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vanilla bean extractives (11),usda_only_train:7 | usda_only_val:3 | usda_only_holdout:1,,
160,annatto and paprikaextract,annatto and paprikaextract,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,annatto and paprikaextract (10),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:3,,
160,extractives of black pepper,extractives of black pepper,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of black pepper (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
160,extractive of annatto,extractive of annatto,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractive of annatto (6) | extractive of annatto (color) (3),usda_only_train:7 | usda_only_val:2,,
160,extractives of onion,extractives of onion,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of onion (9),usda_only_train:8 | usda_only_val:1,,
160,natural flavor with extractive of paprika,natural flavor with extractive of paprika,9,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natural flavor with extractive of paprika (9),usda_only_train:7 | usda_only_val:2,,
160,and spice extractive,and spice extractive,8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and spice extractives (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
160,colored with extracts of annatto and turmeric,colored with extracts of annatto and turmeric,8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,colored with extracts of annatto and turmeric (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
160,extractive of turmeric color,extractive of turmeric color,8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractive of turmeric color (8),usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
160,extractives of paprika and other spice,extractives of paprika and other spice,8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of paprika and other spices (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
160,extractives of rosemary,extractives of rosemary,8,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,extractives of rosemary (color) (8),usda_only_train:4 | usda_only_val:4,,
