priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1905,sponge cake,sponge cake,15,no,egg | milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"sponge cake (sugar, cake flour bleached wheat flour , sugared egg yolks egg yolks, sugar , whole eggs, cake shortening soybean oil, glyceryl-lacto esters of fatty acids, vegetable mono- and diglycerides, tbhq protects flavor , whole milk milk, vitamin a palmitate, vitamin d3 , pan spray soy oil, petrolatum (8) | sponge cake (sugar, cake flour bleached wheat flour sugared egg yolks egg yolks, sugar , whole eggs, cake shortening soybean oil, glyceryl-lacto esters of fatty acids, vegetable mono- and diglycerides, tbhq protects flavor , whole milk milk, vitamin a palmitate, vitamin d3 pan spray soy oil, petrolatum. modified food starch) (5) | sponge cake (sugar, enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , egg yolks, nonfat milk, egg whites (2)",usda_only_train:13 | usda_only_val:2,,
1905,brownie brittle mix,brownie brittle mix,13,no,egg | milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"brownie brittle mix (enriched wheat flour bleached flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid , palm oil, cocoa processed with alkali, corn syrup solids, soybean oil, cornstarch (6) | brownie brittle mix (enriched wheat flour bleached flour, niacin, iron, thiamine mononitrate, folic acid , powdered sugar, sugar, palm oil, corn syrup solids, cocoa processed with alkali, soybean oil, cornstarch, egg whites, leavening baking soda , natural flavor, nonfat milk, salt, soy lecithin) (5) | brownie brittle mix (enriched wheat flour bleached flour, niacin, iron, thiamine mononitrate, folic acid , powdered sugar, sugar, palm oil, com syrup solids, cocoa processed with alkali, soybean oil, cornstarch, egg whites, leavering baking soda , natural flavor, nonfat milk, salt, soy lecithin) (2)",usda_only_train:10 | usda_only_holdout:3,,
1905,chocolate chip granola,chocolate chip - granola,12,no,milk | soy | tree nut | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | allergen:tree_nut | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"chocolate chip - granola (whole grain oats, brown sugar, brown rice crisp whole grain brown rice flour, sugar, salt , whole grain wheat, soybean oil, coconut, whole wheat flour, baking soda, soy lecithin, nonfat dry milk) (5) | chocolate chip - granola (whole grain oats, brown sugar, brown rice crisp whole grain brown rice flour, sugar, salt , whole grain wheat, soybean oil, whole wheat flour, baking soda, soy lecithin, nonfat dry milk) (2) | chocolate chip - granola (whole grain oats, brown sugar, brown rice crisp whole grain brown rice flour, sugar, salt , whole grain wheat, soybean oil, dried coconut, whole wheat flour, sodium bicarbonate, soy lecithin, nonfat dry milk) (2) | chocolate chip - granola (whole grain oats, brown sugar, brown rice crisp whole grain brown rice flour, sugar, salt , whole grain wheat, soybean oil, dried coconut, whole wheat flour, baking soda, soy lecithin, nonfat dry milk) (1) | chocolate chip - granola (whole grain oats, brown sugar, brown rice crisp whole grain brown rice flour, sugar, salt whole grain wheat, soybean oil, coconut, whole wheat flour, baking soda, soy lecithin, nonfat dry milk) (1)",usda_only_train:8 | usda_only_val:3 | usda_only_holdout:1,,
1880,imitation crabmeat,imitation crabmeat,171,no,egg | fish | shellfish | soy | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:fish | allergen:shellfish | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"imitation crabmeat (threadfin bream surimi, wheat starch, potato starch, salt, sugar, crab flavor, crab extract, sorbitol, soy protein, soybean oil, cochineal color e-120, paprika color e-160c) (88) | imitation crabmeat (fish protein pollock and/or whiting , water, wheat starch, mirin wine water, sugar, ethyl alcohol, rice, salt , egg white, sorbitol, sugar, soybean oil, potato starch (31) | imitation crabmeat (fish protein (pollock, cod, and/or pacific whiting) water, wheat starch, egg white, potato starch, sorbitol, sugar (12) | imitation crabmeat (12) | imitation crabmeat (fish protein alaska pollock and/or whiting , water, wheat starch, liquid egg whites water, egg white powder , corn starch, sugar, sorbitol (10)",usda_only_train:118 | usda_only_val:36 | usda_only_holdout:17,,
1880,cranberry almond chicken salad,cranberry almond chicken salad,10,no,egg | soy | tree nut,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:egg | allergen:soy | allergen:tree_nut | diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"cranberry almond chicken salad (cooked white meat chicken, salad dressing soybean oil, water, vinegar, sugar, egg yolks, modified food starch, salt, mustard flour, spice, paprika, natural flavor, dried garlic , celery, sweetened dried cranberries cranberries, sugar, sunflower oil , water chestnuts, almonds, sugar (6) | cranberry almond chicken salad (4)",usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
1880,neptune salad,neptune salad,8,no,egg | fish | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:fish | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"neptune salad (imitation crabmeat (a blend of fish with natural and artificial flavors fish protein (pollock, cod and/or whiting), water, wheat starch, potato starch, egg whites, sugar, sorbitol (8)",usda_only_train:4 | usda_only_val:4,,
1870,surimi,surimi,90,no,egg | fish | soy | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:fish | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"surimi (fish protein pollock and/or whiting , water, wheat starch, sugar, egg whites, potato starch, tapioca starch, sorbitol, mayonnaise (soybean oil, water, whole eggs and egg yolks, vinegar, salt, sugar, lemon juice from concentrate , oleoresin paprika, natural flavors, calcium disodium edta used to protect quality ); celery; water; food starch-modified; potassium sorbate (preservative); citric acid (antioxidant); nisin preparation, natural flavor (9) | surimi (alaska pollock, water, wheat starch, sugar, egg whites, potato starch, sorbitol, salt, wheat flour, natural and artificial flavors hydrolyzed soy protein, crab extract , sodium tripolyphosphate, tetrasodium pyrophosphate, color added, carmine color) (8) | surimi (fish protein pollock and/or whiting , water, wheat starch, sugar, egg whites, potato starch, tapioca starch, sorbitol (7) | surimi (fish protein alaska pollock, and/or pacific whiting , water, wheat flour, natural and artificial flavor, soybean oil, salt, sugar (6) | surimi (fish protein alaska pollock, pacific whiting , water, wheat starch, egg whites, sugar, potato starch, tapioca starch, sorbitol, mirin wine sake, sugar, salt, water, yeast extract) (6)",usda_only_train:61 | usda_only_holdout:18 | usda_only_val:11,,
1870,cooked surimi,cooked surimi,38,no,egg | fish | soy | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:fish | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked surimi (alaska pollock, water, sugar, wheat starch, corn starch (11) | cooked surimi (alaska pollock, water, sugar, egg whites, wheat starch, corn starch (7) | cooked surimi (alaska pollock, water, sugar, wheat starch, corn starch, packets: wasabi (see packet). ginger (see packet). soy sauce (water, wheat, soybeans, salt) (6) | cooked surimi (alaska pollock theragra chalcogramma , water, sugar, wheat starch, corn starch (5) | cooked surimi (alaska pollock, water, sugar, egg whites, wheat starch, corn starch, packets: wasabi (see packet), soy sauce (water, wheat, soybeans, salt) (2)",usda_only_train:25 | usda_only_val:8 | usda_only_holdout:5,,
1870,rotini pasta,rotini pasta,20,no,egg | milk | shellfish | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:milk | allergen:shellfish | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"rotini pasta (wheat flour, semolina wheat, egg white*) (6) | rotini pasta (water, enriched durum semolina (durum semolina wheat flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), shrimp (shrimp, water, salt, sodium bisulfite (as a preservative) and sodium tripolyphosphate (added to retain moisture), alfredo sauce (heavy cream (cream (5) | organic rotini pasta (water, organic cooked pasta organic durum wheat semolina ) (4) | rotini pasta (water, enriched semolina (duram wheat semolina, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), alfredo sauce (water, cream powder, cheese powder, wheat flour, corn starch, butter powder, salt, lactose, soy lecithin, natural flavors, xanthum gum, garlic power, spice, guar gum), shrimp, parmesan cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), cream, imitation crab fish protein (pollock and/or pacific whiting), water, wheat starch, egg white, sugar, sorbitol,. garnished with: pasteurized part-skim milk, cheese culture, salt, enzymes, enriched wheat flour (enriched with niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), soybean oil, nonfat milk, wheat flour, sugar, yellow corn flour, canola oil, natural smoke flavor, yeast, salt, caramel color, spice, extractives of paprika, parsley (4) | organic rotini pasta (organic cooked pasta organic durum wheat semolina, water ) (1)",usda_only_train:19 | usda_only_val:1,,
1855,chocolate sandwich cookie,chocolate sandwich cookie,20,no,egg | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"chocolate sandwich cookie (enriched flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , sugar, vegetable oil soybean, palm and palm kernel oil , dextrose, degerminated yellow corn flour, cocoa processed with alkali, invert sugar (5) | chocolate sandwich cookie (sugar, enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), invert sugar, coating ingredients: sugar, rice flour, water, pasteurized egg whites, corn syrup, wheat flour (5) | chocolate sandwich cookie (sugar, enriched flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , vegetable oil soybean, palm, palm kernel oil with tbhq , cocoa processed with alkali, invert sugar (4) | chocolate sandwich cookie (sugar, enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , palm oil, soybean oil, cocoa processed with alkali, invert sugar (3) | chocolate sandwich cookie (enriched wheat flour wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid , sugar, palm oil, cocoa processed with alkali , invert sugar (3)",usda_only_train:14 | usda_only_val:3 | usda_only_holdout:3,,
1855,rustic flatbread,rustic flatbread,19,no,milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"rustic flatbread (enriched unbleached wheat flour wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, whole wheat flour, soybean oil, yeast, nonfat dry milk, extra virgin olive oil, sugar, salt, dry sourdough or rye water, fermented rye flour, salt , enzyme, wheat starch) (19)",usda_only_train:13 | usda_only_holdout:5 | usda_only_val:1,,
1855,egg roll,egg roll,18,no,egg | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"egg roll (filling (cabbage, carrots, yellow carrots, edamame, green onion,), wrapper (wheat flour, water, palm oil, fried in vegetable oil) (18)",usda_only_train:11 | usda_only_val:4 | usda_only_holdout:3,,
